,volume,open,high,low,close,caldt
293,96871,557.9,558.01,557.9,557.935,2024-07-17 14:23:00-04:00
294,90259,557.95,557.965,557.88,557.88,2024-07-17 14:24:00-04:00
295,60658,557.89,558.1499,557.89,557.9824,2024-07-17 14:25:00-04:00
296,98793,557.99,558.0,557.69,557.82,2024-07-17 14:26:00-04:00
297,111539,557.81,557.8895,557.79,557.84,2024-07-17 14:27:00-04:00
298,110224,557.85,558.0,557.83,557.99,2024-07-17 14:28:00-04:00
299,139327,558.0,558.1,557.94,558.04,2024-07-17 14:29:00-04:00
300,175181,558.04,558.21,557.94,558.06,2024-07-17 14:30:00-04:00
301,81879,558.07,558.285,558.03,558.25,2024-07-17 14:31:00-04:00
302,117460,558.24,558.375,558.18,558.2199,2024-07-17 14:32:00-04:00
303,86917,558.22,558.23,558.0,558.015,2024-07-17 14:33:00-04:00
304,65221,558.02,558.02,557.84,557.96,2024-07-17 14:34:00-04:00
305,70816,557.93,558.2,557.92,558.2,2024-07-17 14:35:00-04:00
306,60390,558.21,558.21,557.99,558.07,2024-07-17 14:36:00-04:00
307,63069,558.08,558.19,557.94,557.94,2024-07-17 14:37:00-04:00
308,121883,557.95,558.06,557.75,558.01,2024-07-17 14:38:00-04:00
309,69944,557.98,557.98,557.78,557.805,2024-07-17 14:39:00-04:00
310,82722,557.81,558.03,557.8,557.91,2024-07-17 14:40:00-04:00
311,67164,557.9104,558.01,557.88,557.9,2024-07-17 14:41:00-04:00
312,34480,557.9,557.91,557.7401,557.79,2024-07-17 14:42:00-04:00
313,56179,557.79,557.9,557.71,557.8776,2024-07-17 14:43:00-04:00
314,33550,557.89,557.91,557.7401,557.805,2024-07-17 14:44:00-04:00
315,60062,557.8,557.8299,557.71,557.78,2024-07-17 14:45:00-04:00
316,33827,557.78,557.97,557.78,557.962,2024-07-17 14:46:00-04:00
317,164355,557.97,557.995,557.67,557.67,2024-07-17 14:47:00-04:00
318,75262,557.69,557.76,557.495,557.56,2024-07-17 14:48:00-04:00
319,62909,557.58,557.625,557.47,557.54,2024-07-17 14:49:00-04:00
320,73538,557.55,557.67,557.46,557.6,2024-07-17 14:50:00-04:00
321,194732,557.69,557.77,557.585,557.68,2024-07-17 14:51:00-04:00
322,55494,557.68,557.7,557.5299,557.5299,2024-07-17 14:52:00-04:00
323,37543,557.52,557.6,557.43,557.5,2024-07-17 14:53:00-04:00
324,75012,557.51,557.56,557.25,557.28,2024-07-17 14:54:00-04:00
325,36227,557.34,557.4799,557.34,557.44,2024-07-17 14:55:00-04:00
326,35872,557.43,557.56,557.41,557.47,2024-07-17 14:56:00-04:00
327,47045,557.48,557.48,557.35,557.36,2024-07-17 14:57:00-04:00
328,45701,557.35,557.43,557.29,557.43,2024-07-17 14:58:00-04:00
329,64992,557.43,557.53,557.37,557.45,2024-07-17 14:59:00-04:00
330,92264,557.45,557.69,557.45,557.68,2024-07-17 15:00:00-04:00
331,52658,557.6629,557.695,557.34,557.34,2024-07-17 15:01:00-04:00
332,70345,557.34,557.55,557.28,557.366,2024-07-17 15:02:00-04:00
333,45601,557.37,557.38,557.19,557.28,2024-07-17 15:03:00-04:00
334,64572,557.29,557.42,557.25,557.29,2024-07-17 15:04:00-04:00
335,75261,557.28,557.38,557.11,557.13,2024-07-17 15:05:00-04:00
336,98762,557.15,557.2,557.04,557.17,2024-07-17 15:06:00-04:00
337,88205,557.2128,557.26,557.12,557.205,2024-07-17 15:07:00-04:00
338,84330,557.24,557.54,557.24,557.38,2024-07-17 15:08:00-04:00
339,68963,557.37,557.38,557.2,557.3299,2024-07-17 15:09:00-04:00
340,88346,557.3,557.69,557.3,557.67,2024-07-17 15:10:00-04:00
341,181284,557.67,557.99,557.67,557.89,2024-07-17 15:11:00-04:00
342,54490,557.89,557.91,557.8,557.84,2024-07-17 15:12:00-04:00
343,206091,557.84,557.92,557.625,557.64,2024-07-17 15:13:00-04:00
344,60575,557.66,557.685,557.52,557.6,2024-07-17 15:14:00-04:00
345,89793,557.61,557.81,557.59,557.725,2024-07-17 15:15:00-04:00
346,49232,557.73,557.77,557.56,557.63,2024-07-17 15:16:00-04:00
347,77732,557.62,557.63,557.42,557.47,2024-07-17 15:17:00-04:00
348,57281,557.475,557.55,557.39,557.46,2024-07-17 15:18:00-04:00
349,66274,557.46,557.62,557.4,557.57,2024-07-17 15:19:00-04:00
350,329160,557.58,557.7199,557.53,557.6,2024-07-17 15:20:00-04:00
351,65560,557.61,557.76,557.59,557.67,2024-07-17 15:21:00-04:00
352,56061,557.7,557.98,557.66,557.89,2024-07-17 15:22:00-04:00
353,121652,557.92,558.08,557.915,557.98,2024-07-17 15:23:00-04:00
354,75387,557.98,558.2,557.975,558.0698,2024-07-17 15:24:00-04:00
355,188676,558.07,558.07,557.87,557.9099,2024-07-17 15:25:00-04:00
356,76226,557.89,557.98,557.86,557.94,2024-07-17 15:26:00-04:00
357,50231,557.93,558.02,557.84,557.96,2024-07-17 15:27:00-04:00
358,80053,557.95,558.2199,557.95,558.17,2024-07-17 15:28:00-04:00
359,89789,558.16,558.165,557.905,558.07,2024-07-17 15:29:00-04:00
360,62455,558.06,558.12,557.85,557.96,2024-07-17 15:30:00-04:00
361,98164,557.97,558.28,557.97,558.2,2024-07-17 15:31:00-04:00
362,103239,558.2,558.22,557.96,558.0,2024-07-17 15:32:00-04:00
